region,year,week,ftd
Elgin & Grabouw,2010,1,0.11
Elgin & Grabouw,2010,2,0.2
Elgin & Grabouw,2010,3,0.32
Elgin & Grabouw,2010,4,0.46
Elgin & Grabouw,2010,5,0.25
Elgin & Grabouw,2010,6,0.11
Elgin & Grabouw,2010,7,0.38
Elgin & Grabouw,2010,8,0.68
Elgin & Grabouw,2010,9,1.6
Elgin & Grabouw,2010,10,0.76
Elgin & Grabouw,2010,11,0.67
Elgin & Grabouw,2010,12,0.92
Elgin & Grabouw,2010,13,0.58
Elgin & Grabouw,2010,14,0.91
Elgin & Grabouw,2010,15,1.09
Elgin & Grabouw,2010,16,0.92
Elgin & Grabouw,2010,17,1.11
Elgin & Grabouw,2010,18,0.94
Elgin & Grabouw,2010,19,0.55
Elgin & Grabouw,2010,20,0.64
Elgin & Grabouw,2010,21,0.84
Elgin & Grabouw,2010,22,0.36
Elgin & Grabouw,2010,23,0.48
Elgin & Grabouw,2010,24,0.35
Elgin & Grabouw,2010,25,0.28
Elgin & Grabouw,2010,26,0.24
Elgin & Grabouw,2010,27,0.2
Elgin & Grabouw,2010,28,0.36
Elgin & Grabouw,2010,29,0.16
Elgin & Grabouw,2010,30,0.31
Elgin & Grabouw,2010,31,0.15
Elgin & Grabouw,2010,32,0.15
Elgin & Grabouw,2010,33,0.16
Elgin & Grabouw,2010,34,0.09
Elgin & Grabouw,2010,35,0.03
Elgin & Grabouw,2010,36,0.04
Elgin & Grabouw,2010,37,0.03
Elgin & Grabouw,2010,38,0.04
Elgin & Grabouw,2010,39,0.02
Elgin & Grabouw,2010,40,0.08
Elgin & Grabouw,2010,41,0.06
Elgin & Grabouw,2010,42,0.1
Elgin & Grabouw,2010,43,0.06
Elgin & Grabouw,2010,44,0.0
Elgin & Grabouw,2010,45,0.0
Elgin & Grabouw,2010,46,0.0
Elgin & Grabouw,2010,47,0.0
Elgin & Grabouw,2010,48,0.0
Elgin & Grabouw,2010,49,0.0
Elgin & Grabouw,2010,50,0.0
Elgin & Grabouw,2010,51,0.0
Elgin & Grabouw,2010,52,0.0
Elgin & Grabouw,2011,1,0.12
Elgin & Grabouw,2011,2,0.25
Elgin & Grabouw,2011,3,0.3
Elgin & Grabouw,2011,4,0.39
Elgin & Grabouw,2011,5,0.51
Elgin & Grabouw,2011,6,0.55
Elgin & Grabouw,2011,7,0.98
Elgin & Grabouw,2011,8,1.14
Elgin & Grabouw,2011,9,0.97
Elgin & Grabouw,2011,10,0.93
Elgin & Grabouw,2011,11,0.82
Elgin & Grabouw,2011,12,1.25
Elgin & Grabouw,2011,13,1.17
Elgin & Grabouw,2011,14,1.11
Elgin & Grabouw,2011,15,2.15
Elgin & Grabouw,2011,16,1.93
Elgin & Grabouw,2011,17,1.33
Elgin & Grabouw,2011,18,1.32
Elgin & Grabouw,2011,19,1.42
Elgin & Grabouw,2011,20,1.64
Elgin & Grabouw,2011,21,0.44
Elgin & Grabouw,2011,22,0.44
Elgin & Grabouw,2011,23,0.16
Elgin & Grabouw,2011,24,0.13
Elgin & Grabouw,2011,25,0.12
Elgin & Grabouw,2011,26,0.05
Elgin & Grabouw,2011,27,0.05
Elgin & Grabouw,2011,28,0.05
Elgin & Grabouw,2011,29,0.06
Elgin & Grabouw,2011,30,0.09
Elgin & Grabouw,2011,31,0.05
Elgin & Grabouw,2011,32,0.05
Elgin & Grabouw,2011,33,0.02
Elgin & Grabouw,2011,34,0.02
Elgin & Grabouw,2011,35,0.01
Elgin & Grabouw,2011,36,0.01
Elgin & Grabouw,2011,37,0.01
Elgin & Grabouw,2011,38,0.01
Elgin & Grabouw,2011,39,0.01
Elgin & Grabouw,2011,40,0.01
Elgin & Grabouw,2011,41,0.02
Elgin & Grabouw,2011,42,0.01
Elgin & Grabouw,2011,43,0.01
Elgin & Grabouw,2011,44,0.09
Elgin & Grabouw,2011,45,0.06
Elgin & Grabouw,2011,46,0.04
Elgin & Grabouw,2011,47,0.04
Elgin & Grabouw,2011,48,0.04
Elgin & Grabouw,2011,49,0.04
Elgin & Grabouw,2011,50,0.06
Elgin & Grabouw,2011,51,0.06
Elgin & Grabouw,2011,52,0.12
Elgin & Grabouw,2012,1,0.03
Elgin & Grabouw,2012,2,0.05
Elgin & Grabouw,2012,3,0.23
Elgin & Grabouw,2012,4,0.26
Elgin & Grabouw,2012,5,0.26
Elgin & Grabouw,2012,6,0.19
Elgin & Grabouw,2012,7,0.25
Elgin & Grabouw,2012,8,0.28
Elgin & Grabouw,2012,9,0.28
Elgin & Grabouw,2012,10,0.3
Elgin & Grabouw,2012,11,0.37
Elgin & Grabouw,2012,12,0.81
Elgin & Grabouw,2012,13,0.9
Elgin & Grabouw,2012,14,0.77
Elgin & Grabouw,2012,15,0.79
Elgin & Grabouw,2012,16,0.71
Elgin & Grabouw,2012,17,0.69
Elgin & Grabouw,2012,18,0.51
Elgin & Grabouw,2012,19,0.66
Elgin & Grabouw,2012,20,1.44
Elgin & Grabouw,2012,21,0.5
Elgin & Grabouw,2012,22,0.69
Elgin & Grabouw,2012,23,0.14
Elgin & Grabouw,2012,24,0.13
Elgin & Grabouw,2012,25,0.14
Elgin & Grabouw,2012,26,0.02
Elgin & Grabouw,2012,27,0.01
Elgin & Grabouw,2012,28,0.01
Elgin & Grabouw,2012,29,0.01
Elgin & Grabouw,2012,30,0.01
Elgin & Grabouw,2012,31,0.08
Elgin & Grabouw,2012,32,0.01
Elgin & Grabouw,2012,33,0.01
Elgin & Grabouw,2012,34,0.01
Elgin & Grabouw,2012,35,0.01
Elgin & Grabouw,2012,36,0.01
Elgin & Grabouw,2012,37,0.01
Elgin & Grabouw,2012,38,0.01
Elgin & Grabouw,2012,39,0.01
Elgin & Grabouw,2012,40,0.0
Elgin & Grabouw,2012,41,0.0
Elgin & Grabouw,2012,42,0.01
Elgin & Grabouw,2012,43,0.0
Elgin & Grabouw,2012,44,0.0
Elgin & Grabouw,2012,45,0.0
Elgin & Grabouw,2012,46,0.0
Elgin & Grabouw,2012,47,0.02
Elgin & Grabouw,2012,48,0.01
Elgin & Grabouw,2012,49,0.02
Elgin & Grabouw,2012,50,0.02
Elgin & Grabouw,2012,51,0.02
Elgin & Grabouw,2012,52,0.02
Elgin & Grabouw,2013,1,0.05
Elgin & Grabouw,2013,2,0.05
Elgin & Grabouw,2013,3,0.06
Elgin & Grabouw,2013,4,0.18
Elgin & Grabouw,2013,5,0.15
Elgin & Grabouw,2013,6,0.16
Elgin & Grabouw,2013,7,0.21
Elgin & Grabouw,2013,8,0.31
Elgin & Grabouw,2013,9,0.14
Elgin & Grabouw,2013,10,0.25
Elgin & Grabouw,2013,11,0.17
Elgin & Grabouw,2013,12,0.65
Elgin & Grabouw,2013,13,0.25
Elgin & Grabouw,2013,14,0.16
Elgin & Grabouw,2013,15,0.2
Elgin & Grabouw,2013,16,0.7
Elgin & Grabouw,2013,17,0.5
Elgin & Grabouw,2013,18,0.62
Elgin & Grabouw,2013,19,0.63
Elgin & Grabouw,2013,20,0.68
Elgin & Grabouw,2013,21,0.55
Elgin & Grabouw,2013,22,0.35
Elgin & Grabouw,2013,23,0.3
Elgin & Grabouw,2013,24,0.03
Elgin & Grabouw,2013,25,0.08
Elgin & Grabouw,2013,26,0.0
Elgin & Grabouw,2013,27,0.0
Elgin & Grabouw,2013,28,0.0
Elgin & Grabouw,2013,29,0.0
Elgin & Grabouw,2013,30,0.03
Elgin & Grabouw,2013,31,0.0
Elgin & Grabouw,2013,32,0.06
Elgin & Grabouw,2013,33,0.01
Elgin & Grabouw,2013,34,0.03
Elgin & Grabouw,2013,35,0.01
Elgin & Grabouw,2013,36,0.0
Elgin & Grabouw,2013,37,0.01
Elgin & Grabouw,2013,38,0.0
Elgin & Grabouw,2013,39,0.0
Elgin & Grabouw,2013,40,0.01
Elgin & Grabouw,2013,41,0.03
Elgin & Grabouw,2013,42,0.03
Elgin & Grabouw,2013,43,0.01
Elgin & Grabouw,2013,44,0.0
Elgin & Grabouw,2013,45,0.0
Elgin & Grabouw,2013,46,0.01
Elgin & Grabouw,2013,47,0.01
Elgin & Grabouw,2013,48,0.01
Elgin & Grabouw,2013,49,0.02
Elgin & Grabouw,2013,50,0.03
Elgin & Grabouw,2013,51,0.02
Elgin & Grabouw,2013,52,0.05
Elgin & Grabouw,2014,1,0.05
Elgin & Grabouw,2014,2,0.05
Elgin & Grabouw,2014,3,0.05
Elgin & Grabouw,2014,4,0.09
Elgin & Grabouw,2014,5,0.14
Elgin & Grabouw,2014,6,0.11
Elgin & Grabouw,2014,7,0.1
Elgin & Grabouw,2014,8,0.16
Elgin & Grabouw,2014,9,0.23
Elgin & Grabouw,2014,10,0.38
Elgin & Grabouw,2014,11,0.39
Elgin & Grabouw,2014,12,0.39
Elgin & Grabouw,2014,13,0.19
Elgin & Grabouw,2014,14,0.36
Elgin & Grabouw,2014,15,0.47
Elgin & Grabouw,2014,16,0.81
Elgin & Grabouw,2014,17,0.71
Elgin & Grabouw,2014,18,0.52
Elgin & Grabouw,2014,19,1.09
Elgin & Grabouw,2014,20,0.6
Elgin & Grabouw,2014,21,0.47
Elgin & Grabouw,2014,22,0.34
Elgin & Grabouw,2014,23,0.14
Elgin & Grabouw,2014,24,0.04
Elgin & Grabouw,2014,25,0.09
Elgin & Grabouw,2014,26,0.1
Elgin & Grabouw,2014,27,0.04
Elgin & Grabouw,2014,28,0.04
Elgin & Grabouw,2014,29,0.04
Elgin & Grabouw,2014,30,0.04
Elgin & Grabouw,2014,31,0.03
Elgin & Grabouw,2014,32,0.03
Elgin & Grabouw,2014,33,0.02
Elgin & Grabouw,2014,34,0.04
Elgin & Grabouw,2014,35,0.01
Elgin & Grabouw,2014,36,0.01
Elgin & Grabouw,2014,37,0.02
Elgin & Grabouw,2014,38,0.07
Elgin & Grabouw,2014,39,0.06
Elgin & Grabouw,2014,40,0.06
Elgin & Grabouw,2014,41,0.025
Elgin & Grabouw,2014,42,0.016
Elgin & Grabouw,2014,43,0.02
Elgin & Grabouw,2014,44,0.03
Elgin & Grabouw,2014,45,0.01
Elgin & Grabouw,2014,46,0.015
Elgin & Grabouw,2014,47,0.017
Elgin & Grabouw,2014,48,0.026
Elgin & Grabouw,2014,49,0.047
Elgin & Grabouw,2014,50,0.037
Elgin & Grabouw,2014,51,0.038
Elgin & Grabouw,2014,52,0.02
Elgin & Grabouw,2015,1,0.021
Elgin & Grabouw,2015,2,0.023
Elgin & Grabouw,2015,3,0.184
Elgin & Grabouw,2015,4,0.149
Elgin & Grabouw,2015,5,0.379
Elgin & Grabouw,2015,6,0.166
Elgin & Grabouw,2015,7,0.146
Elgin & Grabouw,2015,8,0.17
Elgin & Grabouw,2015,9,0.26
Elgin & Grabouw,2015,10,0.34
Elgin & Grabouw,2015,11,0.19
Elgin & Grabouw,2015,12,0.17
Elgin & Grabouw,2015,13,0.52
Elgin & Grabouw,2015,14,0.4
Elgin & Grabouw,2015,15,0.249
Elgin & Grabouw,2015,16,1.44
Elgin & Grabouw,2015,17,0.82
Elgin & Grabouw,2015,18,0.85
Elgin & Grabouw,2015,19,1.05
Elgin & Grabouw,2015,20,0.557
Elgin & Grabouw,2015,21,0.851
Elgin & Grabouw,2015,22,1.006
Elgin & Grabouw,2015,23,0.45
Elgin & Grabouw,2017,39,0.053
Elgin & Grabouw,2017,40,0.068
Elgin & Grabouw,2017,41,0.007
Elgin & Grabouw,2017,42,0.025
Elgin & Grabouw,2017,43,0.023
Elgin & Grabouw,2017,44,0.082
Elgin & Grabouw,2017,45,0.06
Elgin & Grabouw,2017,46,0.044
Elgin & Grabouw,2017,47,0.041
Elgin & Grabouw,2017,48,0.086
Elgin & Grabouw,2017,49,0.082
Elgin & Grabouw,2017,50,0.129
Elgin & Grabouw,2017,51,0.083
Elgin & Grabouw,2018,1,0.092
Elgin & Grabouw,2018,2,0.173
Elgin & Grabouw,2018,3,0.18
Elgin & Grabouw,2018,4,0.244
Elgin & Grabouw,2018,5,0.149
Elgin & Grabouw,2018,6,0.136
Elgin & Grabouw,2018,7,0.326
Elgin & Grabouw,2018,8,0.402
Elgin & Grabouw,2018,9,0.653
Elgin & Grabouw,2018,10,0.685
Elgin & Grabouw,2018,11,0.272
Elgin & Grabouw,2018,12,0.326
Elgin & Grabouw,2018,13,0.436
Elgin & Grabouw,2018,14,0.487
Elgin & Grabouw,2018,15,0.597
Elgin & Grabouw,2018,16,0.866
Elgin & Grabouw,2018,17,0.431
Elgin & Grabouw,2018,18,0.533
Elgin & Grabouw,2018,19,0.64
Elgin & Grabouw,2018,20,0.251
Elgin & Grabouw,2018,21,0.304
Elgin & Grabouw,2018,22,0.114
Elgin & Grabouw,2018,23,0.034
Elgin & Grabouw,2018,24,0.109
Elgin & Grabouw,2018,25,0.129
Elgin & Grabouw,2018,30,0.074
Elgin & Grabouw,2018,31,0.025
Elgin & Grabouw,2018,32,0.027
Elgin & Grabouw,2018,33,0.011
Elgin & Grabouw,2018,34,0.06
Elgin & Grabouw,2018,35,0.008
Elgin & Grabouw,2018,36,0.008
Elgin & Grabouw,2018,37,0.006
Elgin & Grabouw,2018,38,0.013
Elgin & Grabouw,2018,39,0.016
Elgin & Grabouw,2018,40,0.07
Elgin & Grabouw,2018,41,0.113
Elgin & Grabouw,2018,42,0.014
Elgin & Grabouw,2018,43,0.06
Elgin & Grabouw,2018,44,0.105
Elgin & Grabouw,2018,45,0.03
Elgin & Grabouw,2018,46,0.046
Elgin & Grabouw,2018,47,0.067
Elgin & Grabouw,2018,48,0.122
Elgin & Grabouw,2018,49,0.0359
Elgin & Grabouw,2018,50,0.473
Elgin & Grabouw,2018,51,0.378
Elgin & Grabouw,2019,2,0.217
Elgin & Grabouw,2019,3,0.046
Elgin & Grabouw,2019,4,0.401
Elgin & Grabouw,2019,5,0.409
Elgin & Grabouw,2019,6,0.205
Elgin & Grabouw,2019,7,0.121
Elgin & Grabouw,2019,8,0.279
Elgin & Grabouw,2019,9,0.189
Elgin & Grabouw,2019,10,0.194
Elgin & Grabouw,2019,11,0.159
Elgin & Grabouw,2019,12,0.292
Elgin & Grabouw,2019,13,0.3
Elgin & Grabouw,2019,14,0.477
Elgin & Grabouw,2019,15,0.447
Elgin & Grabouw,2019,16,0.299
Elgin & Grabouw,2019,17,0.27
Elgin & Grabouw,2019,18,0.446
Elgin & Grabouw,2019,19,0.196
Elgin & Grabouw,2019,20,0.168
Elgin & Grabouw,2019,21,0.045
Elgin & Grabouw,2019,22,0.063
Elgin & Grabouw,2019,23,0.024
Elgin & Grabouw,2019,24,0.047
Elgin & Grabouw,2019,25,0.033
Elgin & Grabouw,2019,26,0.038
Elgin & Grabouw,2019,27,0.01
Elgin & Grabouw,2019,28,0.013
Elgin & Grabouw,2019,29,0.018
Elgin & Grabouw,2019,30,0.006
Elgin & Grabouw,2019,31,0.02
Elgin & Grabouw,2019,32,0.002
Elgin & Grabouw,2019,33,0.061
Elgin & Grabouw,2019,34,0.001
Elgin & Grabouw,2019,35,0.0
Elgin & Grabouw,2019,36,0.216
Elgin & Grabouw,2019,37,0.057
Elgin & Grabouw,2019,38,0.06
Elgin & Grabouw,2019,39,0.016
Elgin & Grabouw,2019,40,0.03
Elgin & Grabouw,2019,41,0.046
Elgin & Grabouw,2019,42,0.044
Elgin & Grabouw,2019,43,0.051
Elgin & Grabouw,2019,44,0.012
Elgin & Grabouw,2019,45,0.038
Elgin & Grabouw,2019,46,0.149
Elgin & Grabouw,2019,47,0.04
Elgin & Grabouw,2019,48,0.154
Elgin & Grabouw,2019,49,0.21
Elgin & Grabouw,2019,50,0.285
Elgin & Grabouw,2019,51,0.204
Elgin & Grabouw,2020,1,0.217
Elgin & Grabouw,2020,2,0.217
Elgin & Grabouw,2020,3,0.277
Elgin & Grabouw,2020,4,0.197
Elgin & Grabouw,2020,5,0.071
Elgin & Grabouw,2020,6,0.072
Elgin & Grabouw,2020,7,0.175
Elgin & Grabouw,2020,8,0.28
Elgin & Grabouw,2020,9,0.531
Elgin & Grabouw,2020,10,0.354
Elgin & Grabouw,2020,11,0.687
Elgin & Grabouw,2020,12,0.693
Elgin & Grabouw,2020,13,0.868
Elgin & Grabouw,2020,23,0.125
Elgin & Grabouw,2020,28,0.341
Elgin & Grabouw,2020,29,0.265
Elgin & Grabouw,2020,30,0.114
Elgin & Grabouw,2020,31,0.068
Elgin & Grabouw,2020,32,0.231
Elgin & Grabouw,2020,33,0.013
Elgin & Grabouw,2020,34,0.005
Elgin & Grabouw,2020,35,0.018
Elgin & Grabouw,2020,36,0.013
Elgin & Grabouw,2020,37,0.013
Elgin & Grabouw,2020,38,0.032
Elgin & Grabouw,2020,39,0.01
Elgin & Grabouw,2020,40,0.025
Elgin & Grabouw,2020,41,0.016
Elgin & Grabouw,2020,42,0.038
Elgin & Grabouw,2020,43,0.028
Elgin & Grabouw,2020,44,0.036
Elgin & Grabouw,2020,45,0.041
Elgin & Grabouw,2020,46,0.011
Elgin & Grabouw,2020,47,0.022
Elgin & Grabouw,2020,48,0.092
Elgin & Grabouw,2020,49,0.059
Elgin & Grabouw,2020,50,0.105
Elgin & Grabouw,2020,51,0.111
Elgin & Grabouw,2020,52,0.046
Elgin & Grabouw,2021,1,0.112
Elgin & Grabouw,2021,2,0.112
Elgin & Grabouw,2021,3,0.084
Elgin & Grabouw,2021,4,0.187
Elgin & Grabouw,2021,5,0.24
Elgin & Grabouw,2021,6,0.205
Elgin & Grabouw,2021,7,0.12
Elgin & Grabouw,2021,8,0.193
Elgin & Grabouw,2021,9,0.303
Elgin & Grabouw,2021,10,0.2
Elgin & Grabouw,2021,11,0.235
Elgin & Grabouw,2021,12,0.401
Elgin & Grabouw,2021,13,0.487
Elgin & Grabouw,2021,14,0.302
Elgin & Grabouw,2021,15,0.323
Elgin & Grabouw,2021,16,0.466
Elgin & Grabouw,2021,17,0.345
Elgin & Grabouw,2021,18,0.3
Elgin & Grabouw,2021,19,0.171
Elgin & Grabouw,2021,20,0.151
Elgin & Grabouw,2021,21,0.105
Elgin & Grabouw,2021,22,0.022
Elgin & Grabouw,2021,23,0.073
Elgin & Grabouw,2021,24,0.095
Elgin & Grabouw,2021,25,0.158
Elgin & Grabouw,2021,30,0.083
Elgin & Grabouw,2021,31,0.029
Elgin & Grabouw,2021,32,0.029
Elgin & Grabouw,2021,33,0.019
Elgin & Grabouw,2021,34,0.019
Elgin & Grabouw,2021,35,0.003
Elgin & Grabouw,2021,36,0.0
Elgin & Grabouw,2021,37,0.002
Elgin & Grabouw,2021,38,0.0
Elgin & Grabouw,2021,39,0.003
Elgin & Grabouw,2021,40,0.002
Elgin & Grabouw,2021,41,0.05
Elgin & Grabouw,2021,42,0.04
Elgin & Grabouw,2021,43,0.037
Elgin & Grabouw,2021,44,0.021
Elgin & Grabouw,2021,45,0.009
Elgin & Grabouw,2021,46,0.012
Elgin & Grabouw,2021,47,0.014
Elgin & Grabouw,2021,48,0.042
Elgin & Grabouw,2021,49,0.057
Elgin & Grabouw,2021,50,0.041
Elgin & Grabouw,2021,51,0.098
Elgin & Grabouw,2021,52,0.061
Elgin & Grabouw,2022,1,0.067
Elgin & Grabouw,2022,2,0.054
Elgin & Grabouw,2022,3,0.023
Elgin & Grabouw,2022,4,0.026
Elgin & Grabouw,2022,5,0.049
Elgin & Grabouw,2022,6,0.063
Elgin & Grabouw,2022,7,0.046
Elgin & Grabouw,2022,8,0.101
Elgin & Grabouw,2022,9,0.231
Elgin & Grabouw,2022,10,0.13
Elgin & Grabouw,2022,11,0.164
Elgin & Grabouw,2022,12,0.213
Elgin & Grabouw,2022,13,0.463
Elgin & Grabouw,2022,14,0.621
Elgin & Grabouw,2022,15,0.37
Elgin & Grabouw,2022,16,0.559
Elgin & Grabouw,2022,17,0.104
Elgin & Grabouw,2022,18,0.113
Elgin & Grabouw,2022,19,0.131
Elgin & Grabouw,2022,20,0.0
Elgin & Grabouw,2022,21,0.154
Elgin & Grabouw,2022,22,0.119
Elgin & Grabouw,2022,23,0.099
Elgin & Grabouw,2022,24,0.046
Elgin & Grabouw,2022,25,0.025
Elgin & Grabouw,2022,26,0.149
Elgin & Grabouw,2022,33,0.569
Elgin & Grabouw,2022,34,0.007
Elgin & Grabouw,2022,35,0.013
Elgin & Grabouw,2022,36,0.004
Elgin & Grabouw,2022,37,0.013
Elgin & Grabouw,2022,38,0.037
Elgin & Grabouw,2022,39,0.028
Elgin & Grabouw,2022,40,0.016
Elgin & Grabouw,2022,41,0.01
Elgin & Grabouw,2022,42,0.012
Elgin & Grabouw,2022,43,0.024
Elgin & Grabouw,2022,44,0.016
Elgin & Grabouw,2022,45,0.013
Elgin & Grabouw,2022,46,0.026
Elgin & Grabouw,2022,47,0.03
Elgin & Grabouw,2022,48,0.067
Elgin & Grabouw,2022,49,0.096
Elgin & Grabouw,2022,50,0.12
Elgin & Grabouw,2022,51,0.254
Elgin & Grabouw,2022,52,0.122
Elgin & Grabouw,2023,1,0.193
Elgin & Grabouw,2023,2,0.158
Elgin & Grabouw,2023,3,0.085
Elgin & Grabouw,2023,4,0.071
Elgin & Grabouw,2023,5,0.052
Elgin & Grabouw,2023,6,0.122
Elgin & Grabouw,2023,7,0.074
Elgin & Grabouw,2023,8,0.119
Elgin & Grabouw,2023,9,0.045
Elgin & Grabouw,2023,10,0.144
Elgin & Grabouw,2023,11,0.204
Elgin & Grabouw,2023,12,0.403
Elgin & Grabouw,2023,13,0.627
Elgin & Grabouw,2023,14,0.655
Elgin & Grabouw,2023,15,0.523
Elgin & Grabouw,2023,16,0.462
Elgin & Grabouw,2023,17,0.229
Elgin & Grabouw,2023,18,0.346
Elgin & Grabouw,2023,19,0.282
Elgin & Grabouw,2023,20,0.247
Elgin & Grabouw,2023,21,0.225
Elgin & Grabouw,2023,22,0.162
Elgin & Grabouw,2023,23,0.023
Elgin & Grabouw,2023,24,0.052
Elgin & Grabouw,2023,25,0.035
Elgin & Grabouw,2023,30,0.139
Elgin & Grabouw,2023,31,0.017
Elgin & Grabouw,2023,32,0.034
Elgin & Grabouw,2023,33,0.018
Elgin & Grabouw,2023,34,0.013
Elgin & Grabouw,2023,35,0.001
Elgin & Grabouw,2023,36,0.003
Elgin & Grabouw,2023,37,0.001
Elgin & Grabouw,2023,38,0.002
Elgin & Grabouw,2023,39,0.0
Elgin & Grabouw,2023,40,0.005
Elgin & Grabouw,2023,41,0.0
Elgin & Grabouw,2023,42,0.002
Elgin & Grabouw,2023,43,0.014
Elgin & Grabouw,2023,44,0.001
Elgin & Grabouw,2023,45,0.004
Elgin & Grabouw,2023,46,0.006
Elgin & Grabouw,2023,47,0.006
Elgin & Grabouw,2023,48,0.008
Elgin & Grabouw,2023,49,0.022
Elgin & Grabouw,2023,50,0.03
Elgin & Grabouw,2023,51,0.023
Elgin & Grabouw,2023,52,0.033
Elgin & Grabouw,2024,1,0.095
Elgin & Grabouw,2024,2,0.074
Elgin & Grabouw,2024,3,0.032
Elgin & Grabouw,2024,4,0.045
Elgin & Grabouw,2024,5,0.086
Elgin & Grabouw,2024,6,0.092
Elgin & Grabouw,2024,7,0.182
Elgin & Grabouw,2024,8,0.08
Elgin & Grabouw,2024,9,0.118
Elgin & Grabouw,2024,10,0.161
Elgin & Grabouw,2024,11,0.152
Elgin & Grabouw,2024,12,0.183
Elgin & Grabouw,2024,13,0.277
Elgin & Grabouw,2024,14,0.233
Elgin & Grabouw,2024,15,0.149
Elgin & Grabouw,2024,16,0.197
Elgin & Grabouw,2024,17,0.192
Elgin & Grabouw,2024,18,0.203
Elgin & Grabouw,2024,19,0.256
Elgin & Grabouw,2024,20,0.268
Elgin & Grabouw,2024,21,0.57
Elgin & Grabouw,2024,22,0.178
Elgin & Grabouw,2024,23,0.055
Elgin & Grabouw,2024,24,0.041
Elgin & Grabouw,2024,30,0.149
Elgin & Grabouw,2024,31,0.026
Elgin & Grabouw,2024,32,0.02
Elgin & Grabouw,2024,33,0.019
Elgin & Grabouw,2024,34,0.016
Elgin & Grabouw,2024,35,0.005
Elgin & Grabouw,2024,36,0.067
Elgin & Grabouw,2024,37,0.034
Elgin & Grabouw,2024,38,0.066
Elgin & Grabouw,2024,39,0.111
Elgin & Grabouw,2024,40,0.06
Elgin & Grabouw,2024,41,0.022
Elgin & Grabouw,2024,42,0.008
Elgin & Grabouw,2024,43,0.012
Elgin & Grabouw,2024,44,0.015
Elgin & Grabouw,2024,45,0.023
Elgin & Grabouw,2024,46,0.015
Elgin & Grabouw,2024,47,0.035
Elgin & Grabouw,2024,48,0.045
Elgin & Grabouw,2024,49,0.063
Elgin & Grabouw,2024,50,0.042
Elgin & Grabouw,2024,51,0.023
Elgin & Grabouw,2024,52,0.011
Elgin & Grabouw,2025,1,0.051
Elgin & Grabouw,2025,2,0.069
Elgin & Grabouw,2025,3,0.028
Elgin & Grabouw,2025,4,0.048
Elgin & Grabouw,2025,5,0.059
Elgin & Grabouw,2025,6,0.077
Elgin & Grabouw,2025,7,0.07
Elgin & Grabouw,2025,8,0.168
Elgin & Grabouw,2025,9,0.122
Elgin & Grabouw,2025,10,0.092
Elgin & Grabouw,2025,11,0.164
Elgin & Grabouw,2025,12,0.285
Elgin & Grabouw,2025,13,0.38
Elgin & Grabouw,2025,14,0.788
Elgin & Grabouw,2025,15,0.664
Elgin & Grabouw,2025,16,0.452
Elgin & Grabouw,2025,17,0.62
Elgin & Grabouw,2025,18,0.406
Elgin & Grabouw,2025,19,0.518
Elgin & Grabouw,2025,20,0.481
Elgin & Grabouw,2025,21,0.783
Elgin & Grabouw,2025,22,0.459
Elgin & Grabouw,2025,23,0.064
Elgin & Grabouw,2025,24,0.08
Elgin & Grabouw,2025,25,0.182
Elgin & Grabouw,2025,26,0.082
Elgin & Grabouw,2025,31,0.31
Elgin & Grabouw,2025,32,0.131
Elgin & Grabouw,2025,33,0.048
Elgin & Grabouw,2025,34,0.012
Elgin & Grabouw,2025,35,0.005
Elgin & Grabouw,2025,36,0.026
Elgin & Grabouw,2025,37,0.029
Elgin & Grabouw,2025,38,0.016
Elgin & Grabouw,2025,39,0.26
Elgin & Grabouw,2025,40,0.013
Elgin & Grabouw,2025,41,0.012
Elgin & Grabouw,2025,42,0.014
Elgin & Grabouw,2025,43,0.016
Elgin & Grabouw,2025,44,0.019
Elgin & Grabouw,2025,45,0.03
